,Unnamed: 0,Unnamed: 0.1,Experiment,Subject,participant,Session,Procedure.Block.,Trial,Board,Word1,Word2,Clue1,ClueType,CorrectAnswer,Level,Player1.RESP,Player1.RT,Player2.RESP,Player2.RT,Player2.ACC,P2W1,P2W2,P2A1W1,P2A1W2,Clue2,Player1SecondClue.RESP,Player1SecondClue.RT,Player2SecondAnswer.ACC,Player2SecondAnswer.RESP,Player2SecondAnswer.RT,Clue3,Player1ThirdClue.RESP,Player1ThirdClue.RT,Player2ThirdAnswer.ACC,Player2ThirdAnswer.RESP,Player2ThirdAnswer.RT,w1_length,w1_freq,w1_conc,w2_length,w2_freq,w2_conc,w1w2_length,w1w2_freq,w1w2_conc,clue_length,clue_freq,clue_conc,Attempts,clue2_length,clue2_freq,clue2_conc,glove_w1w2_sim,glove_c1w1_sim,glove_c1w2_sim,glove_c2w1_sim,glove_c2w2_sim,glove_c3w1_sim,glove_c3w2_sim,glove_c1c2_sim,glove_c2c3_sim,glove_c1c3_sim,usf_s_w1w2_sim,usf_s_c1w1_sim,usf_s_c1w2_sim,usf_s_c2w1_sim,usf_s_c2w2_sim,usf_s_c3w1_sim,usf_s_c3w2_sim,usf_s_c1c2_sim,usf_s_c2c3_sim,usf_s_c1c3_sim,usf_ppmi_w1w2_sim,usf_ppmi_c1w1_sim,usf_ppmi_c1w2_sim,usf_ppmi_c2w1_sim,usf_ppmi_c2w2_sim,usf_ppmi_c3w1_sim,usf_ppmi_c3w2_sim,usf_ppmi_c1c2_sim,usf_ppmi_c2c3_sim,usf_ppmi_c1c3_sim,usf_rw_w1w2_sim,usf_rw_c1w1_sim,usf_rw_c1w2_sim,usf_rw_c2w1_sim,usf_rw_c2w2_sim,usf_rw_c3w1_sim,usf_rw_c3w2_sim,usf_rw_c1c2_sim,usf_rw_c2c3_sim,usf_rw_c1c3_sim,swow_rw_w1w2_sim,swow_rw_c1w1_sim,swow_rw_c1w2_sim,swow_rw_c2w1_sim,swow_rw_c2w2_sim,swow_rw_c3w1_sim,swow_rw_c3w2_sim,swow_rw_c1c2_sim,swow_rw_c2c3_sim,swow_rw_c1c3_sim,swow_ppmi_w1w2_sim,swow_ppmi_c1w1_sim,swow_ppmi_c1w2_sim,swow_ppmi_c2w1_sim,swow_ppmi_c2w2_sim,swow_ppmi_c3w1_sim,swow_ppmi_c3w2_sim,swow_ppmi_c1c2_sim,swow_ppmi_c2c3_sim,swow_ppmi_c1c3_sim,swow_s_w1w2_sim,swow_s_c1w1_sim,swow_s_c1w2_sim,swow_s_c2w1_sim,swow_s_c2w2_sim,swow_s_c3w1_sim,swow_s_c3w2_sim,swow_s_c1c2_sim,swow_s_c2c3_sim,swow_s_c1c3_sim
548,548,548,E1,E1.19,19,1,S1,11,TrialList2,birds,aircraft,fly,Attributive,aircraft{-}birds9,Easy,fly9,6627,aircraft{-}birds9,15614,1,aircraft,birds,1,1,na,,0,0,,0,na,,0,0,,0.0,5,3.1210000000000004,,8,2.6839999999999997,4.4,6.5,2.9025,4.4,3.0,3.637,4.64,1,,,,0.24283443351233158,0.48735597189530244,0.48735597189530244,NA,NA,NA,NA,NA,NA,NA,0.544180951939714,0.6570926693662666,0.6570926693662666,NA,NA,NA,NA,NA,NA,NA,0.06828938527906625,0.6420283322111356,0.6420283322111356,NA,NA,NA,NA,NA,NA,NA,0.12355777933393064,0.5771188710349817,0.5771188710349817,NA,NA,NA,NA,NA,NA,NA,0.3324465196358649,0.7005747812569145,0.7005747812569145,NA,NA,NA,NA,NA,NA,NA,0.2647665220475719,0.6960898484980865,0.6960898484980865,NA,NA,NA,NA,NA,NA,NA,0.44920937688962104,0.7482314065680119,0.7482314065680119,NA,NA,NA,NA,NA,NA,NA
549,549,549,E1,E1.19,19,1,S1,16,TrialList3,hundred,economy,large,Attributive,economy{-}hundred9,Hard,large9,54090,{LEFTARROW}{LEFTARROW}{LEFTARROW}college{-}hundred9,58515,0,college,hundred,1,0,financial,financial9,23918,1,economy{-}hundred9,15670,na,,0,0,,0.0,7,3.6039999999999996,3.2,7,2.4730000000000003,2.57,7.0,3.0385,2.885,5.0,3.325,3.37,2,9.0,2.891,2.52,0.07293522181313483,0.26424703405586847,0.26424703405586847,0.055153872842908624,0.5053215737133476,NA,NA,0.302330698261029,NA,NA,0.7661413778949194,0.028309938492119047,0.028309938492119047,0.7570171530500752,0.9849552164571307,NA,NA,0.019948431092921992,NA,NA,0.14300501538634958,0.20667931373579795,0.20667931373579795,0.01999963395823745,0.463310247094054,NA,NA,0.0073874476724252736,NA,NA,0.1045959380963688,0.3629045433703937,0.3629045433703937,0.03156645395810942,0.5271543630453345,NA,NA,0.09538215887691104,NA,NA,0.16097611139001233,0.13216871737287417,0.13216871737287417,0.20610167729432316,0.8415665907676412,NA,NA,0.10506010976818214,NA,NA,0.10103429317547097,0.15299765700211787,0.15299765700211787,0.13355441799886347,0.7770030321024592,NA,NA,0.1027779672709892,NA,NA,0.4538111147338464,0.04964588890810351,0.04964588890810351,0.48193818503165087,0.969223318099651,NA,NA,0.027452490682922326,NA,NA
550,550,550,E1,E1.19,19,1,S1,15,TrialList3,famine,calorie,food,Hierarchical,calorie{-}famine9,Medium,food9,18482,calorie{-}lion9,24835,0,calorie,lion,0,1,hungry,hungry9,22615,0,calorie{-}ill9,37411,malnourished,malnourished9,33936,1,calorie{-}famine9,38959.0,6,1.9140000000000001,3.55,7,1.114,3.44,6.5,1.514,3.495,4.0,3.8960000000000004,4.8,3,6.0,3.595,2.9,0.04115799046969559,0.3029011662351544,0.3029011662351544,0.29586678302976255,0.13502715482499983,NA,NA,0.4377360487562094,NA,NA,0.39690568333035214,0.5323205813079563,0.5323205813079563,0.8729594896212997,0.2526411058340433,NA,NA,0.5185091073050921,NA,NA,0.14703531854175256,0.313874486779006,0.313874486779006,0.8411601209378956,0.2027922259487962,NA,NA,0.6172012496694819,NA,NA,0.02614790138716605,0.12105088305975531,0.12105088305975531,0.796723233386852,0.05032533921952831,NA,NA,0.814404704700642,NA,NA,0.3891061552649048,0.5979938958119623,0.5979938958119623,0.7052321483942986,0.6189318059920965,NA,NA,0.8096051492190509,NA,NA,0.19778901573013918,0.4685318371286764,0.4685318371286764,0.7537963775431251,0.4226448580765739,NA,NA,0.6940236408055589,NA,NA,0.692817029104818,0.900765342718155,0.900765342718155,0.8901251931651378,0.8373708987379554,NA,NA,0.8963630368114115,NA,NA
551,551,551,E1,E1.19,19,1,S1,14,TrialList3,circle,dance,ritual,Attributive,circle{-}dance9,Easy,ritual9,42501,bloo{INSERT}d{-}wicked9,32509,0,blood,wicked,0,0,spin,spin9,4304,0,dance{-}wicked9,23392,formation,formation9,30078,0,dark{-}dance9,58454.0,6,3.0410000000000004,4.44,5,3.878,4.32,5.5,3.4595,4.38,6.0,2.66,2.6,4,4.0,2.873,3.9,0.25112143733364056,0.38931386355775377,0.38931386355775377,0.2170430231424627,0.24168883232486305,0.21977107890623548,0.11001617012379994,0.040232442288451686,0.0706464441273903,0.12338615182143375,0.03250755520566895,0.36790506009829504,0.36790506009829504,0.1428152418295512,0.1104601338558564,NA,NA,0.006140707467309214,NA,NA,0.09524927718600407,0.21419889408724235,0.21419889408724235,0.2536956209751362,0.29683467756336146,NA,NA,-0.012066589527094829,NA,NA,0.18878186089693094,0.18096327009486401,0.18096327009486401,0.388678036681559,0.3819182729321555,NA,NA,0.02369196878888369,NA,NA,0.24137399218571443,0.1757799123456476,0.1757799123456476,0.5583558892632974,0.41648836797700817,0.3038569311104484,0.10393906662363328,0.017210107786114093,0.09942340437395991,0.0848696271288113,0.23484988405725837,0.18689310429287642,0.18689310429287642,0.5493009447567141,0.42760000672141474,0.22835272384823269,0.12999573185420266,0.013740424928534,0.08160095730516426,0.10240537407769712,0.06389749936520706,0.17499822783529118,0.17499822783529118,0.5181617474660654,0.32227756360914417,0.18164548442335304,0.15861859499754627,0.05853740077160974,0.030859487699321342,0.07922151658991927
552,552,552,E1,E1.19,19,1,S1,20,TrialList4,kitchen,egg,bake,Argument,egg{-}kitchen9,Easy,baking9,11231,fruit{-}kitchen9,22338,0,fruit,kitchen,1,0,breakfast,breakfast9,15754,1,egg{-}kitchen9,11137,na,,0,0,,0.0,7,3.4739999999999998,4.97,3,3.123,4.97,5.0,3.2985,4.97,4.0,2.51,4.21,2,9.0,3.529,4.43,0.22159717286980696,0.3679245282302941,0.3679245282302941,0.410964174359298,0.328015335676924,NA,NA,0.26083521937885057,NA,NA,0.014548312400183283,0.03105292102500523,0.03105292102500523,0.38436360578736195,0.43998099445002736,NA,NA,0.11069505026109594,NA,NA,0.0648936691848857,0.20303409091619096,0.20303409091619096,0.07167662301217159,0.4826520529556828,NA,NA,0.11346133138616077,NA,NA,0.24645053267682482,0.5008657753587745,0.5008657753587745,0.24957997332241277,0.7304514750475896,NA,NA,0.6012026836985633,NA,NA,0.443001346240698,0.5957545271156993,0.5957545271156993,0.5300884336879762,0.6227910814852163,NA,NA,0.8109192702177945,NA,NA,0.3019565917990614,0.39967692378364017,0.39967692378364017,0.3277829049349902,0.49987240293748747,NA,NA,0.5097683467894345,NA,NA,0.1609274212130123,0.15767542064668105,0.15767542064668105,0.2998993736761748,0.44207641787155505,NA,NA,0.2069805815725687,NA,NA
553,553,553,E1,E1.19,19,1,S1,19,TrialList4,graph,copy,paper,Argument,copy{-}graph9,Medium,paper9,38078,extension{-}teacher9,20104,0,extension,teacher,0,0,printer,printer9,18770,0,copy{-}extension9,27135,data,data9,23816,1,copy{-}graph9,24236.0,5,1.591,4.66,4,3.426,3.9,4.5,2.5085,4.28,5.0,3.722,4.93,3,7.0,2.033,4.67,0.09015091617847037,0.4613421134404029,0.4613421134404029,0.12534684648674865,0.4214758182820676,0.23589309050551033,0.3226016882332686,0.3944992294587455,0.20192499035357236,0.28837209816127696,0.08646645328756741,0.20071657616361926,0.20071657616361926,0.4485457288015807,0.5160647038965399,0.30075840009666766,0.1368486448368672,0.7290386842107167,0.7292676756593507,0.3464048120809531,0.02117011564566318,0.3828782826611541,0.3828782826611541,0.04176681090224277,0.8301915124945493,0.46036834747519984,0.05099546303743785,0.4555452596048877,0.2098826014820313,0.2822313781849577,0.06267822705621051,0.3426736001707884,0.3426736001707884,0.07206940484947577,0.7366280986588697,0.5192867272568705,0.1820440667387595,0.38810249627796223,0.3262437439808892,0.36488974689856424,0.13552450958647766,0.4359321960952133,0.4359321960952133,0.1255614263805822,0.7795851224963474,0.5790713268446107,0.18844450646290722,0.6406332768746359,0.29493235141947904,0.3910745615778197,0.0896045667060783,0.386976211839859,0.386976211839859,0.09609042539567358,0.745434204429882,0.5205976547775298,0.12928245512245373,0.5610298222082564,0.18319228253573838,0.34401472351297757,0.09365716248784373,0.2229072598182149,0.2229072598182149,0.4526890970197599,0.4001118746248703,0.4128148948368011,0.02293196701129452,0.9006406676086186,0.3808284585095927,0.2047677588284902
554,554,554,E1,E1.19,19,1,S1,18,TrialList4,corpse,fight,war,Temporal,corpse{-}fight9,Hard,war9,83745,corpse{-}fight9,24073,1,corpse,fight,1,1,na,,0,0,,0,na,,0,0,,0.0,6,2.713,4.89,5,4.011,4.2,5.5,3.362,4.545,3.0,3.95,3.63,1,,,,0.019716625909948826,0.4486197997316823,0.4486197997316823,NA,NA,NA,NA,NA,NA,NA,-0.0021564468163808304,0.589789517714289,0.589789517714289,NA,NA,NA,NA,NA,NA,NA,0.010450123104046805,0.6049874196703477,0.6049874196703477,NA,NA,NA,NA,NA,NA,NA,0.04236206000665965,0.6834045828932737,0.6834045828932737,NA,NA,NA,NA,NA,NA,NA,0.06299388723568344,0.6934407862425266,0.6934407862425266,NA,NA,NA,NA,NA,NA,NA,0.05718467120886639,0.6272639674183983,0.6272639674183983,NA,NA,NA,NA,NA,NA,NA,0.00781793939648534,0.5099115820462575,0.5099115820462575,NA,NA,NA,NA,NA,NA,NA
555,555,555,E1,E1.19,19,1,S1,23,TrialList5,near,astronaut,discover,Attributive,astronaut{-}near9,Hard,discovery9,85694,astronaut{-}sky9,29305,0,astronaut,sky,0,1,earth,earth9,64600,1,astronaut{-}near9,57670,na,,0,0,,0.0,4,3.627,2.79,9,2.3080000000000003,4.75,6.5,2.9675,3.77,8.0,2.7889999999999997,2.37,2,5.0,3.705,4.8,0.04077691128564498,0.04523364731104196,0.04523364731104196,0.22199687715012995,0.3031019153291429,NA,NA,0.25235003347739204,NA,NA,0.02287001769118413,0.04151350032815282,0.04151350032815282,0.00971877050590031,0.41773385281703046,NA,NA,0.021877776885887656,NA,NA,0.022309509779045555,0.27919374887310644,0.27919374887310644,0.05840074139251794,0.3466394862452655,NA,NA,0.09422652426761147,NA,NA,0.183688026311273,0.318891160689766,0.318891160689766,0.22870148896134312,0.678467729791242,NA,NA,0.17342787865601972,NA,NA,0.06960426627385607,0.24109768317273061,0.24109768317273061,0.12880974780195475,0.534535456063503,NA,NA,0.19620510223843202,NA,NA,0.06563731635336634,0.18224432776367228,0.18224432776367228,0.06990682704690132,0.3060215544555731,NA,NA,0.18398120776678806,NA,NA,0.027439277398388917,0.10441566327448082,0.10441566327448082,0.01896082791595144,0.23184083048739856,NA,NA,0.10748007761404776,NA,NA
556,556,556,E1,E1.19,19,1,S1,22,TrialList5,homeless,apartment,house,Coordinate,apartment{-}homeless9,Easy,housing9,17670,apartment{-}homeless9,42223,1,apartment,homeless,1,1,na,,0,0,,0,na,,0,0,,0.0,8,2.736,3.04,9,3.627,4.9,8.5,3.1815,3.97,5.0,4.418,5.0,1,,,,0.2945124973252742,0.42214080991175984,0.42214080991175984,NA,NA,NA,NA,NA,NA,NA,0.09152594217426924,0.9519263386790714,0.9519263386790714,NA,NA,NA,NA,NA,NA,NA,0.09741276839258817,0.7125125824901762,0.7125125824901762,NA,NA,NA,NA,NA,NA,NA,0.1864745730432268,0.7589648850339931,0.7589648850339931,NA,NA,NA,NA,NA,NA,NA,0.21921931351665425,0.8520792275326244,0.8520792275326244,NA,NA,NA,NA,NA,NA,NA,0.17761672866725386,0.8290722099710145,0.8290722099710145,NA,NA,NA,NA,NA,NA,NA,0.11309147371523276,0.9539760170918451,0.9539760170918451,NA,NA,NA,NA,NA,NA,NA
557,557,557,E1,E1.19,19,1,S1,24,TrialList5,onion,cigarette,smelly,Attributive,cigarette{-}onion9,Medium,smelly9,6812,cigarette{-}onion9,16016,1,cigarette,onion,1,1,na,,0,0,,0,na,,0,0,,0.0,5,2.3369999999999997,4.86,9,3.133,4.88,7.0,2.735,4.87,6.0,2.326,3.07,1,,,,0.08666523588386443,0.1356392195569207,0.1356392195569207,NA,NA,NA,NA,NA,NA,NA,0.017709916254413094,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08603298221952416,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17406106328379867,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09543033726807437,0.37203995011044677,0.37203995011044677,NA,NA,NA,NA,NA,NA,NA,0.0855509193069871,0.3439928886349096,0.3439928886349096,NA,NA,NA,NA,NA,NA,NA,0.03471478932138794,0.19973427020927548,0.19973427020927548,NA,NA,NA,NA,NA,NA,NA
558,558,558,E1,E1.19,19,1,S1,28,TrialList6,war,quiet,peace,Coordinate,quiet{-}war9,Medium,peace9,7922,conquer{-}war9,17890,0,conquer,war,1,0,stealth,stealth9,34332,0,quiet{-}welfare9,17700,deafening,deafening9,61653,1,quiet{-}war9,54983.0,3,3.95,3.63,5,3.7769999999999997,2.76,4.0,3.8635,3.195,5.0,3.55,1.62,3,7.0,2.155,2.76,0.21879318524664315,0.29837752096832615,0.29837752096832615,0.14371348807087236,0.06819979761193173,NA,NA,-0.02630586016830172,NA,NA,0.19727856350406103,0.5054298781055753,0.5054298781055753,NA,NA,NA,NA,NA,NA,NA,0.1080394175681132,0.5320468817659254,0.5320468817659254,NA,NA,NA,NA,NA,NA,NA,0.1720066423822637,0.5598392897895088,0.5598392897895088,NA,NA,NA,NA,NA,NA,NA,0.09187364508930729,0.6028105050548114,0.6028105050548114,0.1528104124214793,0.3843924373817189,NA,NA,0.08941594069657643,NA,NA,0.07938151223439172,0.5824611158894244,0.5824611158894244,0.13252692249350928,0.3758015868546929,NA,NA,0.09746070881564473,NA,NA,0.05014546146881438,0.5534240970239566,0.5534240970239566,0.10366385502701536,0.4951393343217173,NA,NA,0.1811112411939091,NA,NA
559,559,559,E1,E1.19,19,1,S1,27,TrialList6,pants,collar,clothes,Hierarchical,collar{-}pants9,Easy,clothing9,9852,collar{-}necklace9,19431,0,collar,necklace,0,1,suit,suit9,5515,1,collar{-}pants9,7899,na,,0,0,,0.0,5,3.477,4.86,6,2.73,4.64,5.5,3.1035,4.75,7.0,3.713,4.76,2,4.0,3.544,4.97,0.3845448588381085,0.21626911276376537,0.21626911276376537,0.4948547646511804,0.3371681569383631,NA,NA,0.3635195314427251,NA,NA,0.5696484284315101,0.14673696912487866,0.14673696912487866,0.4957026324223087,0.6281946795777615,NA,NA,0.5602308958574307,NA,NA,0.3908877415961758,0.28516167833679873,0.28516167833679873,0.5837043144437347,0.42183272435935226,NA,NA,0.6066508724818542,NA,NA,0.6995894162134746,0.5529087593602778,0.5529087593602778,0.8533371354792794,0.6559086713270003,NA,NA,0.753106996127754,NA,NA,0.48632231366935774,0.5345902755605736,0.5345902755605736,0.6070978452298823,0.5429637941450863,NA,NA,0.6421773174606106,NA,NA,0.36246640482769243,0.4556630718784789,0.4556630718784789,0.5483536428481455,0.5418792088397826,NA,NA,0.6066864007275292,NA,NA,0.28488930833242154,0.35336399874459956,0.35336399874459956,0.4898094233806217,0.43473725371257466,NA,NA,0.711942101710031,NA,NA
560,560,560,E1,E1.19,19,1,S1,26,TrialList6,definition,assist,dictionary,Attributive,assist{-}definition9,Hard,dictionary9,11440,definition{-}assist9,28555,1,definition,assist,1,1,na,alphabetical9,26362,0,assist{-}definition9,23128,na,,0,0,,0.0,10,2.4730000000000003,3.07,6,2.603,2.52,8.0,2.5380000000000003,2.795,10.0,2.281,4.62,1,,,,0.05124172991962617,-0.01630988733959926,-0.01630988733959926,NA,NA,NA,NA,NA,NA,NA,-0.02469190901235163,0.0015270144196860569,0.0015270144196860569,NA,NA,NA,NA,NA,NA,NA,-0.025401597737491066,-0.026544462032069838,-0.026544462032069838,NA,NA,NA,NA,NA,NA,NA,0.14830916847596853,0.08212063712045625,0.08212063712045625,NA,NA,NA,NA,NA,NA,NA,0.047199135560274774,0.037641438567602936,0.037641438567602936,NA,NA,NA,NA,NA,NA,NA,0.06643254232660933,0.06078325844215715,0.06078325844215715,NA,NA,NA,NA,NA,NA,NA,0.13339191491412317,0.08056328931325296,0.08056328931325296,NA,NA,NA,NA,NA,NA,NA
561,561,561,E1,E1.19,19,1,S1,32,TrialList7,perjury,adultery,sin,Hierarchical,adultery{-}perjury9,Easy,sin9,20326,adultery{-}baptist9,9822,0,adultery,Baptist,0,1,damaging,damaging9,25202,0,adultery{-}deteriotate9,15071,illegal,illegal9,8970,1,adultery{-}perjury9,25480.0,7,2.064,2.22,8,2.0,2.79,7.5,2.032,2.505,3.0,2.911,1.85,3,8.0,1.914,#,0.44276668923560214,0.30504067180085137,0.30504067180085137,NA,NA,0.19608534030463365,0.22981368038998273,NA,NA,0.07566905294415183,0.6307742399920472,0.4546183873478502,0.4546183873478502,NA,NA,0.10604962380635785,0.20610122933205766,NA,NA,0.47913260153218906,0.36502573603081045,0.506948758671944,0.506948758671944,NA,NA,0.47561443692323957,0.3020355810515596,NA,NA,0.19969161186169737,-0.009893670623549955,0.3991594165817842,0.3991594165817842,NA,NA,0.1766974225109278,0.1814865867747102,NA,NA,0.2861969161125175,0.4939673646094517,0.5399828250788994,0.5399828250788994,NA,NA,0.4212623057054177,0.300901230175982,NA,NA,0.3475705346702791,0.4061849976779286,0.4537374560969345,0.4537374560969345,NA,NA,0.30953664544955295,0.2502808203622212,NA,NA,0.2831841511544999,0.2580792151570289,0.5244121861063978,0.5244121861063978,NA,NA,0.24376698525059393,0.24637629669185757,NA,NA,0.3289929471605444
562,562,562,E1,E1.19,19,1,S1,31,TrialList7,heavy,feather,weight,Hierarchical,feather{-}heavy9,Medium,weight9,22209,heavy{-}man9,11734,0,heavy,man,1,0,opposition,opposition9,14143,0,heavy{-}competition9,10998,hawk,hawk9,42411,1,feather{-}heavy9,46391.0,5,3.383,3.37,7,2.53,4.9,6.0,2.9565,4.135,6.0,3.267,3.94,3,10.0,2.193,2.25,0.07832944140837106,0.17913260635300832,0.17913260635300832,0.18201981781305476,-0.13916962102303998,0.10803541753145163,0.17220362559391922,0.08718131668383633,0.06583485415668378,0.049534198439764365,0.3269049465638787,0.0832129517799387,0.0832129517799387,NA,NA,0.02066072387031015,0.903304219404961,NA,NA,0.005948862181762382,0.07265493666959078,0.13143709792940328,0.13143709792940328,NA,NA,-0.023816290475091373,0.3545905693975009,NA,NA,0.006201041662073359,0.10864241725424861,0.12227221241959585,0.12227221241959585,NA,NA,0.02023381752508302,0.6463657062365312,NA,NA,0.04774984472264765,0.09667067394548379,0.08328770343097658,0.08328770343097658,0.037625579554119715,0.010351960397247062,0.049590006930448016,0.6918746729671624,0.020880738606888993,0.024419014105260817,0.058739050109378965,0.11648914035368274,0.12705318089990703,0.12705318089990703,0.047226212780493326,0.00158472716223923,0.057384213316357235,0.5653687451122476,0.022883099052429356,0.014371720216482586,0.06025005281491802,0.11828980999886152,0.08669687388916225,0.08669687388916225,0.02035002241657835,0.00141797658313092,0.010534029392784472,0.7605910500420291,0.01868941493004095,0.014590370641498374,0.0025577670600608338
563,563,563,E1,E1.19,19,1,S1,30,TrialList7,flat,alike,wall,Attributive,alike{-}flat9,Hard,walls9,81471,heavy{-}winter9,33714,0,heavy,winter,0,0,palm,palms9,40691,0,adultery{-}winter9,129010,mirror,mirror9,23459,1,alike{-}flat9,47924.0,4,3.127,4.07,5,2.763,2.38,4.5,2.945,3.225,4.0,3.557,4.86,3,4.0,2.83,4.83,0.1175618208308713,0.18497725418103617,0.18497725418103617,0.17984935970286242,0.013150844569114306,0.25606053385254324,0.09860627039860625,0.11467976227630594,0.12165568533103965,0.35845048002821467,-0.0032196934085009232,-0.0015611936318087327,-0.0015611936318087327,0.013039200030695697,0.0018912208872587932,0.013664767918002751,0.010097956707724842,0.01782866188606702,0.0015943214899825087,0.04359558410004005,0.012032673952740769,-0.0029911445594976716,-0.0029911445594976716,0.008802088079566617,-0.0005293458794632944,0.12881018312853498,0.14973545614675077,0.042728418406945856,0.11603323276743316,0.2542170346194649,0.09346354256077682,0.02829785712534305,0.02829785712534305,0.07765290669183467,0.011608394291814594,0.23925341059593885,0.3469493060653899,0.0517676184745679,0.07138321029103811,0.34670438392045266,0.10847268425154033,0.04288661681273265,0.04288661681273265,0.17335627301102485,0.00954498674142068,0.19511467719772968,0.4687614629948167,0.08529106275726872,0.03605174767991104,0.2188296527353919,0.0779036904502638,0.026787354252644335,0.026787354252644335,0.1874993806147487,0.012300451346431984,0.22788006237758618,0.4770842112232798,0.10629314451562877,0.062358240337409665,0.23885346717090894,0.037464669737218625,0.005866961467678511,0.005866961467678511,0.09637877478064283,0.009579081479491824,0.08949092169690531,0.2455816371156605,0.046385347592592274,0.03914799399982094,0.1805406090534305
564,564,564,E1,E1.19,19,1,S1,36,TrialList8,communicate,cooking,culture,Hierarchical,communicate{-}cooking9,Hard,culture9,66965,cooking{-}sauce9,68131,0,cooking,sauce,0,1,dining,dining9,5590,0,cooking{-}vegerable9,24555,family,family9,28402,1,communicate{-}cooking9,39606.0,11,2.639,3.43,7,3.117,4.19,9.0,2.878,3.81,7.0,2.853,2.04,3,6.0,2.777,3.75,0.08973472060279919,0.2330436596400065,0.2330436596400065,0.07552047536786644,0.4104633756114273,0.1515376831054267,0.20794903832280442,0.1915990350565977,0.20880723796648404,0.24922879305769796,0.008152736899328827,0.027982322515267777,0.027982322515267777,NA,NA,0.00903377092794122,0.03286512687022447,NA,NA,0.3118134592645554,0.027437781500747715,0.069790969061574,0.069790969061574,NA,NA,0.11978491292279458,0.05850164791984003,NA,NA,0.2170151271329922,0.06744832351911023,0.11582692922439486,0.11582692922439486,NA,NA,0.23726460787151993,0.06052468065580541,NA,NA,0.1988109887441688,0.017125447299145558,0.07719951372792777,0.07719951372792777,0.05414119463187883,0.5363873756412777,0.1297261231366782,0.1462567741152334,0.12522169198089816,0.17651043307611136,0.26940067253134203,0.0142825033398013,0.0824648137084032,0.0824648137084032,0.07595342609949529,0.39030611073856813,0.1296859395529566,0.1484365571569839,0.11780055255021615,0.19595285320472244,0.2755245593050806,0.01211800911468619,0.17521158550429283,0.17521158550429283,0.02354431759229403,0.7072182584684059,0.041494187495710766,0.08735831478061518,0.21447272424636965,0.10286523053719387,0.245334261717296
565,565,565,E1,E1.19,19,1,S1,34,TrialList8,bad,actress,movie,Attributive,actress{-}bad9,Medium,movie9,101118,actress{-}communicate9,42368,0,actress,communicate,0,1,dull,dull9,40943,1,actress{-}bad9,38406,na,,0,0,,0.0,3,4.444,1.68,7,2.9130000000000003,4.54,5.0,3.6785,3.11,5.0,3.7969999999999997,4.59,2,4.0,2.79,2.37,0.14857147853658803,0.4881427516917223,0.4881427516917223,0.23446276863683357,0.04459904282420579,NA,NA,0.20261094594953777,NA,NA,0.003954859031499058,0.6319568833567513,0.6319568833567513,0.06519895412416532,0.053084843367588785,NA,NA,0.06480674032191514,NA,NA,0.041621766331644716,0.6136223861598152,0.6136223861598152,0.1129628192546328,0.04503455175552107,NA,NA,0.09676001155536307,NA,NA,0.15734131454238187,0.6190350843697633,0.6190350843697633,0.1784726352203836,0.1576702921559805,NA,NA,0.2319574471683068,NA,NA,0.05962909593985943,0.7313387196793876,0.7313387196793876,0.1970063874015492,0.07535858052438327,NA,NA,0.12847224329858387,NA,NA,0.05773366889628806,0.6629607609036179,0.6629607609036179,0.20425996598529872,0.07238415383485253,NA,NA,0.15360757975644812,NA,NA,0.03704300884133249,0.8900761658425695,0.8900761658425695,0.0591938138204926,0.01902958523309395,NA,NA,0.05690250983525591,NA,NA
566,566,566,E1,E1.19,19,1,S1,35,TrialList8,breeze,bubble,light,Attributive,breeze{-}bubble9,Easy,light9,55579,breeze{-}bubble9,25697,1,breeze,bubble,1,1,na,,0,0,,0,na,,0,0,,0.0,6,2.614,3.62,6,2.612,4.6,6.0,2.613,4.11,5.0,3.926,4.21,1,,,,0.12367176955175485,0.14778552146158386,0.14778552146158386,NA,NA,NA,NA,NA,NA,NA,0.06262426802593657,0.001445149575965754,0.001445149575965754,NA,NA,NA,NA,NA,NA,NA,0.1436461853510922,0.04056663621587431,0.04056663621587431,NA,NA,NA,NA,NA,NA,NA,0.34218555665090244,0.15038681926588138,0.15038681926588138,NA,NA,NA,NA,NA,NA,NA,0.23135430462406015,0.23871760354896032,0.23871760354896032,NA,NA,NA,NA,NA,NA,NA,0.16300033287699878,0.21593782198890477,0.21593782198890477,NA,NA,NA,NA,NA,NA,NA,0.14983300027037838,0.09989993171059797,0.09989993171059797,NA,NA,NA,NA,NA,NA,NA
